richiesta_id,cliente_id,fornitore_id,operatore_id,data_apertura,data_chiusura,stato,priorita_richiesta,importo_base,iva_22,importo_totale,tempo_chiusura_giorni,prolungata,nome_operatore,ruolo,categoria_servizio_x,zona_x,seniority,capacita_massima,richieste_attive,saturazione,latitudine,longitudine,zona_y,settore,data_iscrizione,fascia_cliente,nome,categoria_servizio_y,zona
561,123,342,94,17/09/2025,06/10/2025,Completata,Alta,14198,312356,1732156,19,False,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,IT,04/08/2023,Small,HR Consulting Group,IT,Centro
562,106,371,94,29/03/2024,07/04/2024,Chiusa,Media,6079,133738,741638,9,False,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,Consulting,31/10/2024,Small,Talent Partners,Sales,Centro
563,362,156,95,02/07/2024,25/07/2024,Conclusa,Media,7671,168762,935862,23,True,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,IT,23/02/2026,Medium,Alpha Talent Network,Compliance,Nord
564,596,48,95,27/07/2024,25/08/2024,Completata,Alta,13089,287958,1596858,29,True,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,IT,22/03/2026,Enterprise,Global Recruitment Services,Risk Management,Nord
565,239,491,95,21/06/2024,05/07/2024,Chiusa,Media,7682,169004,937204,14,False,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,Insurance,02/01/2023,Medium,Talent Partners,IT,Nord
566,2,166,95,08/07/2024,27/07/2024,Conclusa,Media,7394,162668,902068,19,False,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,IT,29/03/2024,Small,Alpha Talent Network,Risk Management,Nord
567,436,258,95,16/03/2024,,In attesa cliente,Alta,13182,290004,1608204,36,True,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,Insurance,17/08/2025,Medium,Global Recruitment Services,Risk Management,Nord
568,57,460,95,20/03/2025,26/03/2025,Completata,Bassa,3709,81598,452498,6,False,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,Finance,06/08/2024,Small,NextGen Talent Advisors,Sales,Nord
569,36,168,95,07/04/2024,29/04/2024,Chiusa,Alta,14189,312158,1731058,22,True,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,Real Estate,09/07/2024,Small,Global Recruitment Services,Finance,Nord
570,480,469,95,29/12/2025,06/02/2026,Conclusa,Alta,13268,291896,1618696,39,True,Simone Fontana,Account Recruiter,Sales,Sud,Senior,12,6,0,5,406401,Nord,IT,21/07/2026,Enterprise,Strategic Search Partners,Compliance,Nord
571,142,417,96,30/11/2025,12/12/2025,Completata,Media,6815,14993,83143,12,False,Laura Rossi,Recruiter,IT,Nord,Junior,5,2,0,4,454064,Nord,Consulting,26/09/2023,Small,People First Consulting,Compliance,Nord
572,354,216,96,17/10/2024,28/10/2024,Chiusa,Media,7422,163284,905484,11,False,Laura Rossi,Recruiter,IT,Nord,Junior,5,2,0,4,454064,Nord,IT,30/09/2025,Medium,Alpha Talent Network,Compliance,Nord
573,540,54,96,01/01/2025,18/01/2025,Conclusa,Media,7055,15521,86071,17,False,Laura Rossi,Recruiter,IT,Nord,Junior,5,2,0,4,454064,Nord,Reinsurance,08/05/2026,Enterprise,Recruiting Solutions,Compliance,Nord
574,423,64,96,17/01/2025,01/02/2025,Completata,Alta,14489,318758,1767658,15,False,Laura Rossi,Recruiter,IT,Nord,Junior,5,2,0,4,454064,Nord,Reinsurance,08/05/2026,Medium,Recruiting Solutions,Finance,Nord
575,488,164,96,08/02/2025,10/03/2025,Chiusa,Alta,12969,285318,1582218,30,True,Laura Rossi,Recruiter,IT,Nord,Junior,5,2,0,4,454064,Nord,IT,10/11/2025,Enterprise,Recruiting Solutions,Sales,Nord
576,272,130,96,27/02/2025,07/03/2025,Conclusa,Bassa,2840,6248,34648,8,False,Laura Rossi,Recruiter,IT,Nord,Junior,5,2,0,4,454064,Nord,Consulting,05/08/2024,Medium,NextGen Talent Advisors,Compliance,Nord
577,600,589,97,12/04/2025,05/05/2025,Completata,Media,6486,142692,791292,23,True,Stefano Russo,Senior Recruiter,Finance,Centro,Mid,8,5,0,62,433188,Nord,Reinsurance,30/01/2026,Enterprise,Strategic Search Partners,Compliance,Nord
578,303,444,97,26/01/2025,,In valutazione,Alta,14233,313126,1736426,36,True,Stefano Russo,Senior Recruiter,Finance,Centro,Mid,8,5,0,62,433188,Nord,Finance,25/03/2025,Medium,Recruiting Solutions,Finance,Nord
579,362,96,97,04/01/2025,21/01/2025,Chiusa,Alta,13049,287078,1591978,17,False,Stefano Russo,Senior Recruiter,Finance,Centro,Mid,8,5,0,62,433188,Nord,IT,23/02/2026,Medium,Alpha Talent Network,Risk Management,Nord
580,202,7,97,13/11/2024,27/11/2024,Conclusa,Media,6110,13442,74542,14,False,Stefano Russo,Senior Recruiter,Finance,Centro,Mid,8,5,0,62,433188,Nord,IT,06/11/2024,Medium,People First Consulting,Risk Management,Nord
581,159,39,97,28/04/2024,18/05/2024,Completata,Media,7741,170302,944402,20,False,Stefano Russo,Senior Recruiter,Finance,Centro,Mid,8,5,0,62,433188,Nord,Consulting,01/06/2023,Small,Strategic Search Partners,Compliance,Nord
582,56,212,98,30/05/2025,01/06/2025,Chiusa,Bassa,3906,85932,476532,2,False,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,Finance,03/05/2023,Small,HR Consulting Group,Finance,Sud
583,160,66,98,15/09/2025,24/09/2025,Conclusa,Bassa,2951,64922,360022,9,False,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,Reinsurance,16/03/2024,Small,Alpha Talent Network,Risk Management,Sud
584,175,99,98,14/01/2025,25/01/2025,Completata,Media,7326,161172,893772,11,False,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,IT,27/09/2024,Small,Strategic Search Partners,Finance,Sud
585,338,210,98,22/09/2025,28/10/2025,Chiusa,Alta,13072,287584,1594784,36,True,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,Insurance,14/07/2025,Medium,NextGen Talent Advisors,Risk Management,Sud
586,115,428,98,28/02/2025,24/03/2025,Conclusa,Media,6612,145464,806664,24,True,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,Reinsurance,28/09/2023,Small,Global Recruitment Services,IT,Sud
587,427,179,98,27/05/2025,08/06/2025,Completata,Media,6202,136444,756644,12,False,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,Consulting,13/11/2025,Medium,Strategic Search Partners,Sales,Sud
588,398,507,98,12/05/2025,21/05/2025,Chiusa,Bassa,2138,47036,260836,9,False,Silvia Ferrari,HR Consultant,Compliance,Sud,Senior,12,1,0,8,373111,Sud,Consulting,22/03/2026,Medium,People First Consulting,IT,Sud
589,336,552,99,13/03/2025,25/03/2025,Conclusa,Media,7731,170082,943182,12,False,Gabriele Esposito,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,4,0,8,427635,Centro,Consulting,30/01/2026,Medium,HR Consulting Group,Compliance,Centro
590,266,138,99,04/03/2025,19/03/2025,Completata,Media,7558,166276,922076,15,False,Gabriele Esposito,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,4,0,8,427635,Centro,Reinsurance,06/03/2024,Medium,Global Recruitment Services,Sales,Centro
591,348,28,99,04/04/2025,29/04/2025,Chiusa,Alta,14329,315238,1748138,25,True,Gabriele Esposito,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,4,0,8,427635,Centro,Insurance,21/07/2026,Medium,Global Recruitment Services,Compliance,Centro
592,330,483,99,10/03/2024,,In lavorazione,Alta,13323,293106,1625406,33,True,Gabriele Esposito,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,4,0,8,427635,Centro,IT,20/12/2025,Medium,Executive Search Italia,Compliance,Centro
593,374,169,99,22/11/2024,17/12/2024,Conclusa,Media,7375,16225,89975,25,True,Gabriele Esposito,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,4,0,8,427635,Centro,Consulting,13/02/2026,Medium,Strategic Search Partners,Sales,Centro
594,115,536,100,26/11/2024,13/12/2024,Completata,Media,7935,17457,96807,17,False,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,Reinsurance,28/09/2023,Small,Alpha Talent Network,Compliance,Sud
595,89,53,100,07/03/2025,23/03/2025,Chiusa,Media,7129,156838,869738,16,False,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,Consulting,17/03/2023,Small,Executive Search Italia,Finance,Sud
596,225,19,100,12/02/2025,07/03/2025,Conclusa,Media,7380,16236,90036,23,True,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,IT,20/03/2024,Medium,Strategic Search Partners,Compliance,Sud
597,365,520,100,18/04/2024,08/05/2024,Completata,Media,6947,152834,847534,20,False,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,Reinsurance,23/12/2025,Medium,NextGen Talent Advisors,Sales,Sud
598,181,44,100,24/10/2024,12/11/2024,Chiusa,Media,7088,155936,864736,19,False,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,Reinsurance,26/01/2023,Small,Recruiting Solutions,Finance,Sud
599,418,202,100,05/01/2024,20/01/2024,Conclusa,Media,7509,165198,916098,15,False,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,Insurance,11/11/2025,Medium,HR Consulting Group,Finance,Sud
600,456,592,100,16/11/2025,09/12/2025,Completata,Media,6903,151866,842166,23,True,Anna Bianchi,Account Recruiter,Sales,Centro,Mid,8,7,0,88,42567,Sud,Finance,17/08/2025,Enterprise,HR Consulting Group,IT,Sud
